evidence_id,fragment_id,document_id,role,value,source_span,confidence,linked_question_prototypes
ev_00198,frag_00425,doc_0085,audience,the stated audience,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1754 pages.[0].blocks.[0].…,0.665,"[""qproto_006_applicability_check""]"
ev_00199,frag_00426,doc_0085,scope,the stated audience,"As part of our commitment to reduce our Greenhouse Gas (‘GHG’) emissions, we moved to a certified green tariff renewabl…",0.665,"[""qproto_005_variance_explanation"", ""qproto_006_applicability_check""]"
ev_00200,frag_00426,doc_0085,audience,the stated audience,"As part of our commitment to reduce our Greenhouse Gas (‘GHG’) emissions, we moved to a certified green tariff renewabl…",0.665,"[""qproto_005_variance_explanation"", ""qproto_006_applicability_check""]"
ev_00201,frag_00426,doc_0085,variance,15%,15%,0.665,"[""qproto_005_variance_explanation"", ""qproto_006_applicability_check""]"
ev_00202,frag_00426,doc_0085,variance_driver,"continued progress in energy efficiency, a reduction in emissions ass…","As part of our commitment to reduce our Greenhouse Gas (‘GHG’) emissions, we moved to a certified green tariff renewabl…",0.665,"[""qproto_005_variance_explanation"", ""qproto_006_applicability_check""]"
ev_00203,frag_00437,doc_0087,rule,"12,899 12,621 12,300 Total (1) . $ 51,904 $ 49,330 $ 48,005 pages.[0].blocks.[5…","12,899 12,621 12,300 Total (1) . $ 51,904 $ 49,330 $ 48,005 pages.[0].blocks.[5].words.word_list.[0] = Years pages.[0].…",0.589,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00204,frag_00437,doc_0087,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00205,frag_00437,doc_0087,value,"$ 51,904","$ 51,904",0.76,"[""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00206,frag_00438,doc_0087,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00207,frag_00438,doc_0087,value,$168 million,$168 million,0.76,"[""qproto_002_metric_lookup""]"
ev_00208,frag_00452,doc_0087,amount_threshold,$5.5,$5.5,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00209,frag_00452,doc_0087,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00210,frag_00452,doc_0087,value,$5.5,$5.5,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00211,frag_00454,doc_0087,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00212,frag_00454,doc_0087,value,$860 million,$860 million,0.76,"[""qproto_002_metric_lookup""]"
ev_00213,frag_00455,doc_0087,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00214,frag_00455,doc_0087,value,$18.5,$18.5,0.76,"[""qproto_002_metric_lookup""]"
ev_00215,frag_00456,doc_0087,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00216,frag_00456,doc_0087,value,$9.6,$9.6,0.76,"[""qproto_002_metric_lookup""]"
ev_00217,frag_00457,doc_0087,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00218,frag_00457,doc_0087,value,$25.3,$25.3,0.76,"[""qproto_002_metric_lookup""]"
ev_00219,frag_00458,doc_0087,amount_threshold,$25.3,$25.3,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00220,frag_00458,doc_0087,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00221,frag_00458,doc_0087,value,$25.3,$25.3,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00222,frag_00460,doc_0087,amount_threshold,$471 million,$471 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00223,frag_00460,doc_0087,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00224,frag_00460,doc_0087,value,$471 million,$471 million,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00225,frag_00468,doc_0089,scope,the stated audience,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1605 pages.[0].blocks.[0].…,0.665,"[""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_00226,frag_00468,doc_0089,audience,the stated audience,pages.[0].bbox.[0] = 0 pages.[0].bbox.[1] = 0 pages.[0].bbox.[2] = 1240 pages.[0].bbox.[3] = 1605 pages.[0].blocks.[0].…,0.665,"[""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_00227,frag_00468,doc_0089,exception,pages,pages,0.684,"[""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_00228,frag_00468,doc_0089,condition,pages,pages,0.684,"[""qproto_004_exception_lookup"", ""qproto_006_applicability_check""]"
ev_00229,frag_00470,doc_0089,amount_threshold,"$1,580","$1,580",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_006_applicability_check""]"
ev_00230,frag_00470,doc_0089,scope,the stated audience,"The deferred shares are subject to forfeiture if employment terminates prior to the lapse of the restrictions, and thei…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_006_applicability_check""]"
ev_00231,frag_00470,doc_0089,audience,the stated audience,"The deferred shares are subject to forfeiture if employment terminates prior to the lapse of the restrictions, and thei…",0.665,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_006_applicability_check""]"
ev_00232,frag_00470,doc_0089,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_006_applicability_check""]"
ev_00233,frag_00470,doc_0089,value,"$1,580","$1,580",0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_006_applicability_check""]"
ev_00234,frag_00475,doc_0089,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00235,frag_00475,doc_0089,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00236,frag_00476,doc_0089,amount_threshold,"$1,180","$1,180",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00237,frag_00476,doc_0089,rule,The unvested awards are subject to the recipient’s continued service with the C…,"The unvested awards are subject to the recipient’s continued service with the Company, and $1,180 is recognized ratably…",0.589,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00238,frag_00476,doc_0089,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00239,frag_00476,doc_0089,value,"$1,180","$1,180",0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_003_rule_lookup""]"
ev_00240,frag_00479,doc_0089,amount_threshold,"$1,468","$1,468",0.741,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00241,frag_00479,doc_0089,rule,The unvested awards are subject to the recipient’s continued service with the C…,"The unvested awards are subject to the recipient’s continued service with the Company, and $1,468 is recognized ratably…",0.589,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00242,frag_00480,doc_0089,amount_threshold,$333,$333,0.741,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00243,frag_00480,doc_0089,rule,The deferred shares are subject to forfeiture if employment terminates prior to…,"The deferred shares are subject to forfeiture if employment terminates prior to the lapse of the restrictions, and thei…",0.589,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00244,frag_00486,doc_0093,amount_threshold,"$ 1,460,116","$ 1,460,116",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00245,frag_00486,doc_0093,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00246,frag_00486,doc_0093,value,10%,10%,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00247,frag_00487,doc_0093,amount_threshold,"$ 3,063,117","$ 3,063,117",0.741,"[""qproto_001_threshold_lookup""]"
ev_00248,frag_00490,doc_0093,amount_threshold,"$ 1,170,037","$ 1,170,037",0.741,"[""qproto_001_threshold_lookup""]"
ev_00249,frag_00497,doc_0095,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00250,frag_00497,doc_0095,value,$0.5 million,$0.5 million,0.76,"[""qproto_002_metric_lookup""]"
ev_00251,frag_00499,doc_0095,region,Global,Global,0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00252,frag_00499,doc_0095,amount_threshold,$328.8,$328.8,0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00253,frag_00499,doc_0095,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00254,frag_00499,doc_0095,value,59%,59%,0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00255,frag_00502,doc_0095,amount_threshold,$3.2 million,$3.2 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00256,frag_00502,doc_0095,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00257,frag_00502,doc_0095,value,$3.2 million,$3.2 million,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00258,frag_00505,doc_0097,metric,Gross Margin,Gross Margin,0.76,"[""qproto_002_metric_lookup""]"
ev_00259,frag_00505,doc_0097,value,"$ 5,720","$ 5,720",0.76,"[""qproto_002_metric_lookup""]"
ev_00260,frag_00509,doc_0097,amount_threshold,"$ 137,347","$ 137,347",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00261,frag_00509,doc_0097,metric,gross margin,gross margin,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00262,frag_00509,doc_0097,value,"$ 137,347","$ 137,347",0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00263,frag_00533,doc_0103,scope,the stated audience,MINE SAFETY DISCLOSURES pages.[0].blocks.[15].words.word_list.[0] = ITEM pages.[0].blocks.[15].words.word_list.[1] = 4.…,0.665,"[""qproto_006_applicability_check""]"
ev_00264,frag_00533,doc_0103,audience,the stated audience,MINE SAFETY DISCLOSURES pages.[0].blocks.[15].words.word_list.[0] = ITEM pages.[0].blocks.[15].words.word_list.[1] = 4.…,0.665,"[""qproto_006_applicability_check""]"
ev_00265,frag_00540,doc_0107,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00266,frag_00540,doc_0107,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_00267,frag_00545,doc_0107,metric,operating expenses,operating expenses,0.76,"[""qproto_002_metric_lookup""]"
ev_00268,frag_00545,doc_0107,value,"$5,181","$5,181",0.76,"[""qproto_002_metric_lookup""]"
ev_00269,frag_00546,doc_0107,amount_threshold,"$5,830","$5,830",0.741,"[""qproto_001_threshold_lookup""]"
ev_00270,frag_00553,doc_0111,scope,"its Chief Executive Officer, Chief Financial Officer and Chief Accounting Offic…","Directors, Executive Officers and Corporate Governance pages.[0].blocks.[2].words.word_list.[0] = Item pages.[0].blocks…",0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_00271,frag_00553,doc_0111,audience,"its Chief Executive Officer, Chief Financial Officer and Ch…","Directors, Executive Officers and Corporate Governance pages.[0].blocks.[2].words.word_list.[0] = Item pages.[0].blocks…",0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_00272,frag_00553,doc_0111,rule,"Directors, Executive Officers and Corporate Governance pages.[0].blocks.[2].wor…","Directors, Executive Officers and Corporate Governance pages.[0].blocks.[2].words.word_list.[0] = Item pages.[0].blocks…",0.589,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_00273,frag_00554,doc_0111,rule,"Within the time period required by the SEC and the New York Stock Exchange (""NY…","Within the time period required by the SEC and the New York Stock Exchange (""NYSE""), the Company will post on its websi…",0.589,"[""qproto_003_rule_lookup""]"
ev_00274,frag_00576,doc_0113,amount_threshold,$0.8 million,$0.8 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00275,frag_00577,doc_0113,amount_threshold,$0.3 million,$0.3 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_00276,frag_00579,doc_0113,effective_date,"December 31, 2019","December 31, 2019",0.807,"[""qproto_007_effective_date_lookup""]"
ev_00277,frag_00581,doc_0115,amount_threshold,"$ 2,936","$ 2,936",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00278,frag_00581,doc_0115,exception,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00279,frag_00581,doc_0115,condition,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00280,frag_00581,doc_0115,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00281,frag_00581,doc_0115,value,"$ 2,936","$ 2,936",0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup""]"
ev_00282,frag_00584,doc_0115,amount_threshold,$1.4,$1.4,0.741,"[""qproto_001_threshold_lookup""]"
ev_00283,frag_00585,doc_0115,rule,"If the required service period is not met for these options, then the share-bas…","If the required service period is not met for these options, then the share-based compensation expense would be reverse…",0.589,"[""qproto_003_rule_lookup""]"
ev_00284,frag_00586,doc_0115,amount_threshold,$7.47,$7.47,0.741,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00285,frag_00586,doc_0115,rule,In the event that our common stock achieves the target price per share based on…,In the event that our common stock achieves the target price per share based on a 30-day trailing average prior to the …,0.589,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_00286,frag_00588,doc_0117,scope,the stated audience,Audit Committee Financial Expert pages.[0].blocks.[2].words.word_list.[0] = Item pages.[0].blocks.[2].words.word_list.[…,0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_00287,frag_00588,doc_0117,audience,the stated audience,Audit Committee Financial Expert pages.[0].blocks.[2].words.word_list.[0] = Item pages.[0].blocks.[2].words.word_list.[…,0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_00288,frag_00588,doc_0117,rule,Audit Committee Financial Expert pages.[0].blocks.[2].words.word_list.[0] = Ite…,Audit Committee Financial Expert pages.[0].blocks.[2].words.word_list.[0] = Item pages.[0].blocks.[2].words.word_list.[…,0.589,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_00289,frag_00590,doc_0117,scope,the stated audience,Our Code of Conduct is applicable to all of our employees and senior managers.,0.665,"[""qproto_006_applicability_check""]"
ev_00290,frag_00590,doc_0117,audience,the stated audience,Our Code of Conduct is applicable to all of our employees and senior managers.,0.665,"[""qproto_006_applicability_check""]"
ev_00291,frag_00592,doc_0117,scope,the stated audience,"Our Code of Conduct is available on our website in the Corporate Governance section, at http://investors.st.com. pages.…",0.665,"[""qproto_006_applicability_check""]"
ev_00292,frag_00592,doc_0117,audience,the stated audience,"Our Code of Conduct is available on our website in the Corporate Governance section, at http://investors.st.com. pages.…",0.665,"[""qproto_006_applicability_check""]"
ev_00293,frag_00602,doc_0119,variance,The year-to-year change was primarily driven by: pages.[0].blocks.[19].words.wo…,The year-to-year change was primarily driven by: pages.[0].blocks.[19].words.word_list.[0] = Total pages.[0].blocks.[19…,0.665,"[""qproto_010_variance_explanation""]"
ev_00294,frag_00605,doc_0119,variance_driver,the same factors excluding lower non-operating retirement-related cos…,The year-to-year change was primarily driven by the same factors excluding lower non-operating retirement-related costs…,0.665,"[""qproto_005_variance_explanation""]"
ev_00295,frag_00609,doc_0119,variance_driver,a higher average debt balance and higher interest rates as we issued …,"Overall interest expense (excluding capitalized interest) in 2019 was $1,952 million, an increase of $473 million year …",0.665,"[""qproto_005_variance_explanation""]"
ev_00296,frag_00615,doc_0119,variance,7.4%,7.4%,0.665,"[""qproto_005_variance_explanation""]"
ev_00297,frag_00615,doc_0119,variance_driver,"a decrease in recognized actuarial losses ($1,123 million), primarily…",Percent Change pages.[0].blocks.[39].words.word_list.[0] = Yr.-to-Yr. pages.[0].blocks.[39].words.word_list.[1] = Perce…,0.665,"[""qproto_005_variance_explanation""]"
ev_00298,frag_00618,doc_0121,rule,Determining whether the products and/or services are distinct performance oblig…,Determining whether the products and/or services are distinct performance obligations that should be accounted for sepa…,0.589,"[""qproto_003_rule_lookup""]"
ev_00299,frag_00619,doc_0121,exception,the stated condition,If the arrangement that includes variable consideration in the form of usage-based fees does not meet the allocation ex…,0.684,"[""qproto_004_exception_lookup""]"
ev_00300,frag_00619,doc_0121,condition,the stated condition,If the arrangement that includes variable consideration in the form of usage-based fees does not meet the allocation ex…,0.684,"[""qproto_004_exception_lookup""]"
