tree_id,fragment_id,class_id,selected_candidate_type,optimized_for,expected_path_length,expected_context_tokens,trace_clarity,citation_locality,total_cost,objective_J
tree_frag_02701_v1,frag_02701,class_001,hybrid_optimized_tree,"[""approval_lookup"", ""rule_lookup""]",1.0,24.1,0.857,1.0,0.2081,-0.0758
tree_frag_02703_v1,frag_02703,class_002,hybrid_optimized_tree,"[""approval_lookup"", ""owner_lookup"", ""rule_lookup""]",1.0,23.0,0.857,1.0,0.1624,-0.1215
tree_frag_02705_v1,frag_02705,class_001,hybrid_optimized_tree,"[""approval_lookup"", ""exception_lookup"", ""rule_lookup""]",1.673,31.8,0.75,0.743,0.2652,0.0712
tree_frag_02708_v1,frag_02708,class_001,hybrid_optimized_tree,"[""applicability_check"", ""effective_date_lookup""]",1.563,20.0,0.75,1.0,0.187,-0.0605
tree_frag_02710_v1,frag_02710,class_002,hybrid_optimized_tree,"[""approval_lookup"", ""rule_lookup""]",1.344,24.9,0.75,1.0,0.3004,0.1279
tree_frag_02712_v1,frag_02712,class_001,hybrid_optimized_tree,"[""exception_lookup"", ""rule_lookup"", ""sla_lookup""]",1.693,32.6,0.75,0.736,0.3112,0.1259
tree_frag_02714_v1,frag_02714,class_001,hybrid_optimized_tree,"[""owner_lookup""]",1.0,14.0,0.857,1.0,0.1148,-0.1841
tree_frag_02717_v1,frag_02717,class_001,hybrid_optimized_tree,"[""applicability_check"", ""effective_date_lookup""]",1.563,28.3,0.75,1.0,0.1953,-0.0522
tree_frag_02719_v1,frag_02719,class_005,hybrid_optimized_tree,"[""rule_lookup"", ""threshold_lookup""]",1.326,25.7,0.75,1.0,0.2063,-0.0412
tree_frag_02721_v1,frag_02721,class_005,hybrid_optimized_tree,"[""approval_lookup"", ""rule_lookup"", ""threshold_lookup""]",1.64,17.6,0.75,1.0,0.2639,0.0239
tree_frag_02723_v1,frag_02723,class_002,class_objective_tree,"[""approval_lookup"", ""exception_lookup"", ""owner_lookup"", ""rule_lookup""]",2.0,37.1,0.75,0.94,0.259,0.0505
tree_frag_02729_v1,frag_02729,class_001,hybrid_optimized_tree,"[""applicability_check"", ""effective_date_lookup"", ""owner_lookup""]",1.46,18.5,0.75,1.0,0.1793,-0.0607
tree_frag_02732_v1,frag_02732,class_001,hybrid_optimized_tree,"[""rule_lookup"", ""sla_lookup""]",1.0,23.5,0.857,1.0,0.1678,-0.1237
tree_frag_02734_v1,frag_02734,class_001,hybrid_optimized_tree,"[""rule_lookup""]",1.0,21.0,0.857,1.0,0.1718,-0.1271
tree_frag_02735_v1,frag_02735,class_001,hybrid_optimized_tree,"[""owner_lookup""]",1.0,11.0,0.857,1.0,0.1118,-0.1871
tree_frag_02738_v1,frag_02738,class_001,hybrid_optimized_tree,"[""escalation_lookup"", ""sla_lookup""]",1.0,13.0,0.857,1.0,0.1164,-0.1751
tree_frag_02743_v1,frag_02743,class_001,hybrid_optimized_tree,"[""effective_date_lookup"", ""owner_lookup""]",1.0,11.7,0.857,1.0,0.115,-0.1764
tree_frag_02746_v1,frag_02746,class_001,hybrid_optimized_tree,"[""sla_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02751_v1,frag_02751,class_001,hybrid_optimized_tree,"[""escalation_lookup"", ""rule_lookup""]",1.0,17.9,0.857,1.0,0.1617,-0.1297
tree_frag_02752_v1,frag_02752,class_001,hybrid_optimized_tree,"[""sla_lookup""]",1.0,10.0,0.857,1.0,0.1108,-0.1881
tree_frag_02754_v1,frag_02754,class_001,hybrid_optimized_tree,"[""escalation_lookup"", ""rule_lookup"", ""sla_lookup""]",1.0,22.7,0.857,1.0,0.1997,-0.0767
tree_frag_02759_v1,frag_02759,class_001,hybrid_optimized_tree,"[""applicability_check"", ""effective_date_lookup"", ""owner_lookup""]",1.46,20.2,0.75,1.0,0.181,-0.059
tree_frag_02765_v1,frag_02765,class_002,hybrid_optimized_tree,"[""approval_lookup"", ""rule_lookup""]",1.0,19.8,0.857,1.0,0.1623,-0.1292
tree_frag_02768_v1,frag_02768,class_001,hybrid_optimized_tree,"[""escalation_lookup"", ""rule_lookup"", ""sla_lookup""]",1.0,20.0,0.857,1.0,0.1602,-0.1237
